0.01	0.00	0.00
0.02	0.00	0.00
0.03	0.00	0.00
0.04	0.00	0.00
0.05	0.00	0.00
0.07	0.00	0.00
0.08	0.00	0.00
0.09	0.00	0.00
0.10	0.00	0.00
0.11	0.00	0.00
0.12	0.00	0.00
0.13	0.00	0.00
0.14	0.00	0.00
0.15	0.00	0.00
0.17	0.00	0.00
0.18	0.00	0.00
0.19	0.00	0.00
0.20	0.00	0.00
0.21	0.00	0.00
0.22	0.00	0.00
0.23	0.00	0.00
0.24	0.00	0.00
0.25	0.00	0.00
0.26	0.00	0.00
0.27	0.00	0.00
0.29	0.00	0.00
0.30	0.00	0.00
0.31	0.00	0.00
0.32	0.00	0.00
0.33	0.00	0.00
0.34	0.00	0.00
0.35	0.00	0.00
0.36	0.00	0.00
0.37	0.00	0.00
0.39	0.00	0.00
0.40	0.00	0.00
0.41	0.00	0.00
0.42	0.00	0.00
0.43	0.00	0.00
0.44	0.00	0.00
0.45	0.00	0.00
0.46	0.00	0.00
0.47	0.00	0.00
0.49	0.00	0.00
0.50	0.00	0.00
0.51	0.00	0.00
0.52	0.00	0.00
0.53	0.00	0.00
0.54	0.00	0.00
0.55	0.00	0.00
0.56	0.00	0.00
0.57	0.00	0.00
0.58	0.00	0.00
0.60	0.00	0.00
0.61	0.00	0.00
0.62	0.00	0.00
0.63	0.00	0.00
0.64	0.00	0.00
0.65	0.00	0.00
0.66	0.00	0.00
0.67	0.00	0.00
0.68	0.00	0.00
0.70	0.00	0.00
0.71	0.00	0.00
0.72	0.00	0.00
0.73	0.00	0.00
0.74	0.00	0.00
0.75	0.00	0.00
0.76	0.00	0.00
0.77	0.00	0.00
0.78	0.00	0.00
0.79	0.00	0.00
0.81	0.00	0.00
0.82	0.00	0.00
0.83	0.00	0.00
0.84	0.00	0.00
0.85	0.00	0.00
0.86	0.00	0.00
0.87	0.00	0.00
0.88	0.00	0.00
0.89	0.00	0.00
0.90	0.00	0.00
0.91	0.00	0.00
0.93	0.00	0.00
0.94	0.00	0.00
0.95	0.00	0.00
0.96	0.00	0.00
0.97	0.00	0.00
0.98	0.00	0.00
0.99	0.00	0.00
1.00	0.00	0.00
1.01	0.36	0.71
1.03	0.71	1.25
1.04	1.25	1.78
1.05	1.25	2.14
1.06	1.43	2.32
1.07	1.78	2.68
1.08	2.14	3.03
1.09	2.32	3.39
1.10	2.50	3.57
1.11	2.32	3.39
1.12	2.68	3.75
1.14	2.86	3.93
1.15	3.03	3.93
1.16	3.03	3.75
1.17	3.21	4.11
1.18	3.21	4.11
1.19	3.21	4.28
1.20	3.21	3.93
1.21	3.39	4.28
1.22	3.57	4.46
1.24	3.75	4.28
1.25	3.21	3.93
1.26	3.75	4.46
1.27	3.57	4.46
1.28	3.44	4.09
1.29	3.75	4.46
1.30	3.75	4.46
1.31	3.75	4.46
1.32	3.57	4.11
1.34	3.93	4.46
1.35	3.75	4.46
1.36	3.93	4.46
1.37	3.39	4.11
1.38	3.93	4.46
1.39	3.93	4.46
1.40	3.93	4.46
1.41	3.57	4.28
1.42	4.11	4.46
1.43	3.93	4.46
1.45	3.93	4.64
1.46	3.57	4.11
1.47	3.93	4.46
1.48	4.11	4.64
1.49	3.93	4.46
1.50	3.75	4.11
1.51	3.93	4.46
1.52	4.11	4.46
1.53	3.93	4.64
1.54	3.57	4.11
1.55	4.11	4.46
1.57	3.93	4.46
1.58	4.11	4.46
1.59	3.57	4.11
1.60	4.11	4.46
1.61	3.93	4.64
1.62	3.76	4.09
1.63	3.93	4.46
1.64	4.11	4.46
1.65	4.11	4.64
1.67	3.57	4.11
1.68	4.11	4.46
1.69	3.93	4.46
1.70	4.11	4.64
1.71	3.57	3.93
1.72	4.11	4.64
1.73	3.93	4.46
1.74	4.11	4.46
1.75	3.57	4.11
1.76	4.11	4.46
1.78	3.93	4.46
1.79	3.93	4.46
1.80	3.57	4.11
1.81	4.11	4.46
1.82	3.93	4.46
1.83	4.11	4.46
1.84	3.57	4.11
1.85	3.93	4.46
1.86	4.11	4.46
1.88	3.93	4.46
1.89	3.75	4.11
1.90	3.93	4.46
1.91	3.93	4.64
1.92	3.76	4.09
1.93	3.93	4.46
1.94	3.93	4.64
1.95	3.93	4.46
1.96	3.75	4.11
1.98	3.93	4.64
1.99	4.11	4.46
2.00	3.93	4.46
2.01	3.75	4.28
2.02	3.93	4.46
2.03	4.11	4.46
2.04	3.93	4.46
2.05	3.57	4.11
2.06	4.11	4.46
2.07	3.93	4.64
2.09	3.93	4.46
2.10	3.57	4.11
2.11	4.11	4.46
2.12	3.93	4.64
2.13	4.11	4.46
2.14	3.57	4.11
2.15	4.11	4.46
2.16	3.93	4.46
2.17	3.93	4.46
2.18	3.75	4.11
2.20	3.93	4.64
2.21	4.11	4.46
2.22	3.93	4.46
2.23	3.75	4.11
2.24	3.93	4.46
2.25	3.93	4.46
2.26	3.60	4.09
